Shipment_ID,Order_Date,Region,City,Delivery_Partner,Shipping_Mode,Delivery_Time_Days,Order_Value,Delivery_Status,Customer_Rating
926800,28-09-2023,West,Hyderabad,nan,Express,3,168586.95,Cancelled,1
926801,10-01-2024,North,Chennai,Delhivery,Standard,10,117731.37,Delivered,4
926802,23-12-2021,West,Kolkata,Delhivery,Express,9,165128,nan,5
926803,13-05-2023,North,Hyderabad,Amazon Logistics,Express,4,39453.06,Delivered,2
926804,07-03-2023,Central,Pune,Delhivery,Express,10,165081.45,Delivered,4
926805,15-11-2021,South,Mumbai,Ecom Express,Standard,7,196200.07,Delivered,3
926806,27-05-2023,nan,Delhi,Delhivery,Same-Day,2,81616.32,Delivered,1
926807,08-08-2023,South,Bengaluru,XpressBees,Standard,1,107593.16,Cancelled,
926808,15-08-2022,Central,Delhi,BlueDart,Standard,12,9738.94,Delayed,4
926809,29-10-2023,East,Kolkata,nan,Standard,,15787.98,Delivered,2
926810,01-06-2022,North,Chennai,Delhivery,Same-Day,7,175275.24,Delayed,1
926811,19-12-2023,East,Pune,XpressBees,Standard,1,15774.18,nan,
926812,01-01-2022,South,Hyderabad,Ecom Express,Express,4,133281.14,Delayed,3
926813,24-08-2021,nan,Pune,BlueDart,Standard,5,54758.53,Delivered,
926814,21-02-2023,Central,nan,Amazon Logistics,Standard,11,64348.05,Delayed,4
926815,17-05-2022,Central,Bengaluru,Amazon Logistics,Express,10,180776.12,Delayed,1
926816,30-04-2023,West,Kolkata,nan,Standard,4,43403.48,Delivered,3
926817,18-08-2021,Central,nan,nan,Express,8,177031.25,Delivered,3
926818,09-03-2022,South,Kolkata,Delhivery,Standard,3,78102.97,Delayed,3
926819,30-04-2023,nan,nan,XpressBees,Express,3,122951.36,Delayed,1
926820,17-10-2022,nan,Mumbai,Amazon Logistics,Same-Day,,195108.75,Delivered,
926821,03-07-2022,nan,Chennai,Amazon Logistics,Standard,4,35045.17,Delivered,5
926822,16-12-2023,Central,nan,Ecom Express,Standard,1,833.74,Delivered,3
926823,14-05-2023,South,Mumbai,BlueDart,Same-Day,5,75495.99,Delayed,3
926824,01-12-2022,East,nan,BlueDart,Standard,14,103315.96,Delivered,4
926825,02-09-2022,South,Chennai,Ecom Express,Standard,14,51275.22,Delivered,2
926826,06-07-2021,West,Ahmedabad,BlueDart,Express,3,172585.81,Delayed,4
926827,14-01-2024,Central,Mumbai,Delhivery,Standard,7,42319.2,nan,2
926828,06-03-2022,West,nan,Ecom Express,Express,7,72764.51,Delivered,5
926829,05-05-2023,West,Delhi,Delhivery,Standard,9,3419.27,Delivered,4
926830,16-08-2022,nan,Chennai,Delhivery,Standard,6,99647.79,Delayed,1
926831,24-03-2022,Central,Kolkata,Ecom Express,Standard,3,54304.54,Delivered,3
926832,22-09-2023,nan,Delhi,BlueDart,Standard,13,194968,Delayed,4
926833,17-09-2023,South,Pune,XpressBees,Same-Day,3,101335.43,Delivered,2
926834,23-09-2022,East,Ahmedabad,BlueDart,Express,2,126640.51,Delivered,3
926835,08-12-2022,nan,Ahmedabad,XpressBees,Express,3,142507.51,Delivered,1
926836,17-11-2022,Central,Delhi,BlueDart,Standard,3,138930.07,Delivered,
926837,12-09-2021,West,Hyderabad,Ecom Express,Express,11,83016.27,Delivered,5
926838,16-04-2022,East,Mumbai,XpressBees,Standard,7,169045.51,Delivered,1
926839,01-02-2022,West,Bengaluru,Delhivery,Standard,11,111209.3,Delayed,3
926840,18-09-2021,East,Ahmedabad,Amazon Logistics,Express,12,145410.4,Delivered,4
926841,21-04-2023,East,Mumbai,Ecom Express,Express,6,17334.01,Delayed,3
926842,13-10-2023,West,Chennai,Delhivery,Standard,9,144542.35,Delayed,2
926843,09-06-2023,nan,Bengaluru,Delhivery,Standard,3,130265.3,Delivered,3
926844,17-10-2023,nan,nan,Amazon Logistics,Express,14,76528.89,Delivered,2
926845,08-09-2021,East,Delhi,BlueDart,Standard,2,81059.32,Delayed,4
926846,09-01-2024,East,Delhi,Amazon Logistics,Express,4,10129.68,Delivered,5
926847,28-11-2022,South,Hyderabad,Amazon Logistics,Express,,15114.25,Delivered,4
926848,21-07-2023,Central,Delhi,Amazon Logistics,Express,13,191079.73,Delivered,5
926849,28-09-2021,nan,Hyderabad,Amazon Logistics,Same-Day,10,22248.3,Delivered,4
926850,19-09-2021,nan,Delhi,XpressBees,Express,12,26990.27,Delivered,3
926851,01-01-2022,Central,Bengaluru,Amazon Logistics,Standard,9,89984.31,Delayed,3
926852,24-11-2023,East,Chennai,BlueDart,Express,13,98059,Delayed,3
926853,14-02-2022,North,nan,nan,Express,,169326.92,Delivered,
926854,16-05-2023,West,Hyderabad,Delhivery,Standard,,16543.7,Delayed,2
926855,03-12-2023,nan,nan,Delhivery,Express,1,195394.6,Delayed,3
926856,17-11-2021,South,Chennai,XpressBees,Standard,3,168882.54,Delayed,3
926857,31-05-2022,North,Bengaluru,Amazon Logistics,Same-Day,3,149600.65,Delayed,5
926858,24-04-2023,Central,Hyderabad,nan,Express,12,2589.63,Delivered,4
926859,17-09-2023,nan,Ahmedabad,Ecom Express,Express,13,18232.4,Delivered,2
926860,07-12-2021,Central,Ahmedabad,BlueDart,Standard,9,5778.27,Delayed,1
926861,07-08-2022,East,nan,Amazon Logistics,Express,8,181644.4,Delayed,
926862,22-10-2022,South,nan,XpressBees,Standard,7,122095.86,Delayed,4
926863,12-03-2022,West,Pune,Amazon Logistics,Express,13,79498.9,Delayed,2
926864,15-10-2021,Central,Mumbai,nan,Express,,94322.96,Delayed,
926865,13-05-2022,South,Chennai,Delhivery,Standard,13,182822.35,Cancelled,4
926866,08-09-2021,West,Mumbai,Ecom Express,Standard,9,137492.96,Delivered,3
926867,14-10-2023,South,Chennai,Ecom Express,Standard,10,154347.99,Delivered,4
926868,25-01-2024,North,Bengaluru,Amazon Logistics,Standard,9,3253.17,Delivered,4
926869,27-08-2021,South,Kolkata,Ecom Express,Standard,6,46006.61,nan,1
926870,08-12-2022,nan,Chennai,BlueDart,Standard,5,52436.6,Delivered,3
926871,11-02-2022,Central,Bengaluru,BlueDart,Standard,2,138686.1,Delivered,4
926872,24-11-2022,North,Chennai,Ecom Express,Standard,2,41952.34,Delivered,1
926873,16-07-2021,Central,Delhi,Delhivery,Express,1,21645.82,Delayed,
926874,14-11-2022,East,Kolkata,Amazon Logistics,Standard,13,33376.95,Delivered,5
926875,06-09-2023,Central,Kolkata,nan,Standard,9,85737.69,Delayed,1
926876,16-10-2022,South,Delhi,Ecom Express,Same-Day,11,143925.92,Delivered,3
926877,02-10-2021,East,nan,Ecom Express,Express,5,158039.41,Delivered,4
926878,14-08-2022,nan,Bengaluru,Amazon Logistics,Express,8,118005.69,Cancelled,4
926879,26-10-2022,Central,Chennai,nan,Standard,7,91542.38,Delivered,4
926880,01-02-2024,South,Bengaluru,XpressBees,Standard,6,85972.84,Delivered,4
926881,19-06-2023,West,Chennai,Ecom Express,Standard,2,149802.43,Delivered,3
926882,21-11-2021,nan,Ahmedabad,nan,Same-Day,13,168549.42,Delivered,3
926883,28-09-2022,West,Bengaluru,BlueDart,Standard,9,53937.53,Delivered,4
926884,12-07-2021,East,Delhi,Ecom Express,Same-Day,9,167016.1,Delivered,4
926885,26-05-2022,nan,Chennai,XpressBees,Express,2,30995.16,Delivered,5
926886,21-06-2023,South,Delhi,Ecom Express,Same-Day,9,138039.02,Delayed,4
926887,01-06-2023,West,Mumbai,BlueDart,Express,8,53714.02,Delivered,4
926888,05-01-2023,South,Pune,nan,Express,12,143801.28,Delivered,3
926889,13-09-2023,East,Mumbai,Delhivery,Standard,6,110066.33,Delivered,4
926890,20-08-2021,South,Mumbai,Amazon Logistics,Standard,1,169108.04,Delayed,4
926891,01-02-2024,North,nan,nan,Standard,9,70035.99,Delayed,2
926892,19-02-2024,Central,Pune,Delhivery,Same-Day,3,127490.05,Delayed,4
926893,08-11-2022,West,Ahmedabad,nan,Express,9,63963.48,Delayed,3
926894,05-01-2023,Central,Chennai,BlueDart,Standard,7,143408.75,Cancelled,1
926895,02-10-2021,North,Ahmedabad,Amazon Logistics,Standard,10,176678.07,Delivered,4
926896,11-10-2021,East,nan,BlueDart,Express,5,53718.17,Delivered,4
926897,05-01-2022,North,Pune,Ecom Express,Express,3,15070.87,Delivered,3
926898,06-06-2023,South,Chennai,nan,Standard,8,44178.31,Delivered,3
926899,18-03-2023,nan,Hyderabad,XpressBees,Standard,,3929.03,Delayed,4
926900,27-10-2021,nan,Kolkata,BlueDart,Standard,10,138130.14,Delayed,3
926901,12-10-2023,South,Hyderabad,Ecom Express,Express,14,122789.56,Cancelled,3
926902,20-07-2023,nan,Hyderabad,Amazon Logistics,Express,5,141508.84,Delivered,3
926903,26-05-2023,North,Hyderabad,BlueDart,Express,9,58199.27,Delayed,3
926904,08-04-2023,West,Hyderabad,Delhivery,Standard,14,48996.49,Delayed,4
926905,13-07-2022,East,Ahmedabad,Amazon Logistics,Express,9,119447.27,Delayed,3
926906,03-07-2021,Central,Kolkata,Delhivery,Standard,6,114353.06,nan,4
926907,13-07-2021,South,Kolkata,Amazon Logistics,Standard,2,23159.72,Delayed,3
926908,28-04-2022,Central,Hyderabad,Amazon Logistics,Express,9,59303.63,Cancelled,3
926909,08-11-2022,nan,nan,nan,Express,14,121307.64,Cancelled,3
926910,28-09-2023,nan,Delhi,Delhivery,Standard,,176415.82,Cancelled,4
926911,25-03-2023,nan,Kolkata,Ecom Express,Express,13,29104.48,Delivered,4
926912,29-07-2021,Central,Hyderabad,nan,Standard,10,167954.37,nan,4
926913,16-03-2023,nan,Chennai,BlueDart,Standard,13,99541.79,Cancelled,3
926914,25-01-2024,East,Mumbai,Amazon Logistics,Same-Day,6,85546.81,Cancelled,2
926915,18-09-2021,South,Kolkata,Delhivery,Express,5,54197.78,Delivered,4
926916,19-10-2023,North,Bengaluru,Ecom Express,Express,,19037.21,Cancelled,4
926917,04-05-2022,nan,Bengaluru,Ecom Express,Standard,4,50570.79,Cancelled,3
926918,17-01-2024,nan,Chennai,Ecom Express,Same-Day,11,66581.86,Delayed,4
926919,11-02-2023,South,Kolkata,Ecom Express,Standard,13,57692.33,Delayed,4
926920,13-07-2021,East,Delhi,BlueDart,Standard,5,73701.01,Delivered,5
926921,13-06-2022,nan,nan,BlueDart,Standard,10,195237.7,Delivered,4
926922,06-01-2022,Central,Delhi,BlueDart,Standard,6,34261.66,Delivered,5
926923,03-10-2021,nan,nan,Amazon Logistics,Express,11,194899.63,Delayed,4
926924,12-01-2023,South,Hyderabad,XpressBees,Express,7,159924.97,Delayed,4
926925,29-05-2023,North,Ahmedabad,Ecom Express,Standard,9,108669.3,Delayed,2
926926,21-12-2021,North,nan,Amazon Logistics,Express,2,168543.82,Delivered,5
926927,10-03-2022,North,Hyderabad,XpressBees,Standard,7,160752.24,Delivered,5
926928,13-09-2022,South,Bengaluru,BlueDart,Standard,14,22366.33,Delayed,3
926929,02-10-2022,West,Pune,nan,Same-Day,7,197924.72,Delayed,3
926930,30-10-2021,North,nan,Amazon Logistics,Standard,4,7867.97,Delayed,5
926931,29-03-2022,North,Chennai,Ecom Express,Express,11,4915.75,Delivered,3
926932,27-11-2022,East,Kolkata,nan,Express,14,84780.6,Delivered,4
926933,26-08-2021,South,Bengaluru,nan,Standard,13,191056.99,Delivered,4
926934,15-06-2023,nan,Bengaluru,XpressBees,Standard,11,165056.94,Delivered,5
926935,14-09-2021,East,Mumbai,nan,Same-Day,7,130936.34,Cancelled,2
926936,11-03-2023,Central,Hyderabad,BlueDart,Same-Day,14,126261.89,Delivered,3
926937,18-06-2021,nan,Hyderabad,nan,Standard,9,144891.12,Cancelled,3
926938,08-04-2022,South,Bengaluru,nan,Express,5,51903.33,Delivered,3
926939,09-09-2021,East,Delhi,nan,Standard,,133597.19,Cancelled,2
926940,02-10-2023,nan,Delhi,XpressBees,Standard,,2834.42,Delivered,4
926941,21-05-2022,Central,Pune,Amazon Logistics,Standard,9,125792.33,Delivered,2
926942,14-11-2022,East,Bengaluru,Ecom Express,Standard,12,100372.16,Delivered,3
926943,26-12-2021,North,nan,Delhivery,Standard,3,164892.29,Delayed,3
926944,05-11-2023,Central,Bengaluru,Amazon Logistics,Standard,13,118180.59,Delayed,4
926945,29-08-2021,South,Hyderabad,XpressBees,Express,4,32853.67,Delivered,4
926946,12-01-2023,West,Ahmedabad,Ecom Express,Same-Day,6,30991.05,Delivered,4
926947,07-02-2023,East,Hyderabad,Delhivery,Standard,11,46391.55,Delayed,4
926948,16-01-2022,South,Hyderabad,BlueDart,Same-Day,3,66913.72,Delayed,3
926949,20-11-2023,West,Mumbai,XpressBees,Standard,3,63659.48,Cancelled,4
926950,26-07-2022,nan,nan,nan,Same-Day,14,174840.22,Delivered,
926951,21-09-2023,Central,nan,Ecom Express,Express,12,19524.13,Delivered,5
926952,07-11-2023,nan,nan,nan,Standard,11,161628.15,Delivered,
926953,12-12-2022,nan,Pune,Ecom Express,Same-Day,1,187213.17,Delivered,4
926954,09-01-2024,South,Chennai,XpressBees,Express,7,87819.82,Delivered,
926955,12-03-2022,nan,Ahmedabad,BlueDart,Standard,7,173541.63,Delivered,4
926956,19-02-2024,South,Bengaluru,XpressBees,Standard,14,70956.62,Delayed,5
926957,18-01-2024,Central,Pune,Ecom Express,Standard,8,20692.35,Delivered,4
926958,02-05-2022,South,Ahmedabad,Amazon Logistics,Express,7,122469.55,Cancelled,
926959,05-02-2023,Central,Chennai,Ecom Express,Standard,,193145.67,Delivered,3
926960,20-10-2022,South,Kolkata,Delhivery,Standard,,198406.87,Cancelled,5
926961,27-04-2023,South,Delhi,Delhivery,Standard,1,29119.69,Delayed,
926962,05-01-2023,South,Ahmedabad,Ecom Express,Express,12,5781.61,Delivered,5
926963,03-02-2024,East,Chennai,XpressBees,Same-Day,3,5984.62,Delivered,4
926964,06-05-2023,West,Delhi,Ecom Express,Standard,12,197648.58,Delayed,4
926965,03-01-2023,North,Bengaluru,Delhivery,Express,6,71881.88,Delivered,4
926966,04-07-2023,West,Ahmedabad,BlueDart,Standard,6,98660.1,Delivered,4
926967,22-08-2022,South,Ahmedabad,Ecom Express,Express,12,30243.34,Delivered,1
926968,26-09-2021,West,Chennai,Ecom Express,Same-Day,5,163478.04,nan,1
926969,07-02-2024,North,Bengaluru,Amazon Logistics,Standard,14,136853.52,Delivered,4
926970,31-08-2021,South,Ahmedabad,Amazon Logistics,Express,12,53139,Delivered,3
926971,25-12-2023,nan,Bengaluru,nan,Same-Day,3,37896.6,Delivered,4
926972,06-03-2022,nan,Delhi,BlueDart,Standard,6,32505.2,Delayed,
926973,27-07-2022,nan,Delhi,XpressBees,Standard,9,1828.76,Delivered,5
926974,18-06-2021,nan,Ahmedabad,Delhivery,Standard,7,113886.05,Delayed,4
926975,02-11-2023,West,nan,Amazon Logistics,Express,1,185546.59,Delivered,4
926976,08-12-2023,West,Chennai,BlueDart,Same-Day,2,106709.12,Cancelled,4
926977,15-11-2022,Central,Ahmedabad,BlueDart,Standard,10,115391.97,Delayed,4
926978,17-06-2023,South,Chennai,Ecom Express,Standard,,109346.43,Delivered,3
926979,02-12-2021,Central,Ahmedabad,Delhivery,Standard,6,119513.67,Delivered,3
926980,03-11-2022,South,Chennai,Delhivery,Express,14,178858.33,Delayed,3
926981,14-10-2023,nan,Chennai,BlueDart,Standard,8,8115.97,Delivered,2
926982,28-03-2022,South,nan,XpressBees,Standard,9,23661.54,Delivered,5
926983,17-06-2023,West,Ahmedabad,Delhivery,Standard,11,96348.04,Delivered,4
926984,06-08-2021,West,Chennai,Delhivery,Same-Day,2,37859.55,Delivered,3
926985,18-06-2023,North,Chennai,XpressBees,Same-Day,1,10512.57,Delivered,3
926986,03-07-2022,Central,Chennai,Ecom Express,Express,5,65013.63,Delivered,2
926987,25-12-2023,North,Mumbai,BlueDart,Standard,,65245.99,Delivered,4
926988,23-07-2021,East,Ahmedabad,Delhivery,Standard,3,51171.9,Cancelled,5
926989,27-03-2022,nan,nan,BlueDart,Standard,14,137037.49,Delayed,4
926990,01-01-2022,North,Hyderabad,Ecom Express,Standard,12,20450.65,Delivered,4
926991,17-03-2023,North,nan,Amazon Logistics,Express,7,188080,Delivered,3
926992,09-10-2021,nan,Kolkata,XpressBees,Standard,11,49036.67,Delivered,4
926993,21-02-2022,Central,Bengaluru,Delhivery,Standard,11,173137.17,Delivered,4
926994,02-11-2021,nan,nan,Amazon Logistics,Standard,6,153952.29,Cancelled,5
926995,06-06-2021,nan,Bengaluru,BlueDart,Standard,13,80414.96,Delivered,3
926996,08-10-2022,West,Pune,Amazon Logistics,Standard,7,29455.34,Cancelled,3
926997,13-10-2022,nan,nan,Delhivery,Standard,13,12651.43,Delivered,4
926998,10-08-2023,East,Chennai,Amazon Logistics,Express,,156670.12,Delayed,4
926999,21-10-2023,East,Pune,Delhivery,Express,12,82692.55,Delayed,
927000,24-08-2022,nan,Kolkata,nan,Express,4,20159.96,Delayed,3
927001,03-01-2024,South,Hyderabad,XpressBees,Express,5,126526.89,Delayed,4
927002,28-01-2023,North,Kolkata,BlueDart,Standard,13,153146.62,Cancelled,4
927003,23-07-2022,East,Chennai,Amazon Logistics,Express,14,128678.37,Delayed,3
927004,24-09-2023,Central,Kolkata,Ecom Express,Standard,3,16246.26,Delivered,2
927005,19-02-2023,South,Ahmedabad,BlueDart,Same-Day,9,119992.64,Delayed,4
927006,24-02-2022,South,Pune,nan,Same-Day,2,39507.92,Delivered,3
927007,18-05-2023,nan,Chennai,Delhivery,Express,10,48219.76,nan,1
927008,26-01-2024,Central,Kolkata,BlueDart,Express,11,69314.71,Delivered,3
927009,03-02-2023,East,Mumbai,BlueDart,Express,2,49190.59,Delayed,3
927010,20-09-2021,South,Chennai,Amazon Logistics,Standard,9,144546.53,Delivered,5
927011,08-03-2023,West,Mumbai,XpressBees,Standard,14,198153.29,Delayed,2
927012,15-02-2023,nan,Pune,Amazon Logistics,Standard,10,84759.42,Cancelled,5
927013,21-10-2023,North,Chennai,XpressBees,Standard,6,184441.46,Delivered,2
927014,16-09-2022,West,nan,XpressBees,Same-Day,9,19781.1,Cancelled,4
927015,10-10-2021,East,Kolkata,Delhivery,Same-Day,13,66699.61,Delivered,3
927016,30-07-2022,East,Pune,XpressBees,Same-Day,5,95238.25,Delayed,3
927017,04-08-2021,nan,Delhi,Ecom Express,Express,7,192316.52,Cancelled,5
927018,12-11-2021,South,Mumbai,BlueDart,Same-Day,8,157985.5,Delayed,2
927019,28-06-2023,nan,Mumbai,Delhivery,Express,5,55376.44,Delivered,3
927020,05-09-2022,North,Pune,nan,Express,13,90017.8,Cancelled,4
927021,19-09-2023,nan,nan,XpressBees,Standard,5,50025.25,Delivered,5
927022,19-05-2023,nan,Hyderabad,Delhivery,Same-Day,11,72621.49,Delayed,5
927023,25-07-2022,East,Ahmedabad,XpressBees,Standard,10,135291,Delayed,5
927024,04-06-2022,North,Kolkata,Ecom Express,Standard,8,97488.32,Delivered,1
927025,10-11-2022,East,Kolkata,XpressBees,Standard,8,8201.16,Delayed,2
927026,21-01-2024,North,Chennai,XpressBees,Express,8,8480.14,Delivered,4
927027,28-08-2022,North,Mumbai,Ecom Express,Same-Day,3,105297.24,Delivered,5
927028,28-07-2021,Central,Mumbai,Delhivery,Express,8,105595.63,Delayed,4
927029,26-12-2022,West,Bengaluru,XpressBees,Same-Day,6,113272.24,Delivered,5
927030,03-11-2022,Central,Kolkata,Delhivery,Express,12,71312.82,Delayed,
927031,21-09-2021,South,Delhi,Amazon Logistics,Standard,3,152652.34,nan,5
927032,07-05-2023,Central,Hyderabad,Delhivery,Express,1,133777.39,Delayed,4
927033,02-02-2024,nan,Delhi,nan,Standard,11,170488.57,Delivered,4
927034,22-09-2021,South,Pune,Ecom Express,Express,10,59363.13,Delivered,2
927035,27-02-2022,nan,Mumbai,XpressBees,Standard,6,156449.29,Delivered,3
927036,09-03-2023,East,nan,Delhivery,Standard,4,14000.95,Delayed,4
927037,02-12-2022,South,Bengaluru,nan,Standard,10,108941.42,Delivered,5
927038,29-09-2022,Central,Ahmedabad,Amazon Logistics,Standard,7,52887.41,Delivered,4
927039,13-01-2023,nan,Pune,Amazon Logistics,Same-Day,14,42803.61,Delivered,3
927040,21-01-2023,South,Mumbai,XpressBees,Same-Day,13,95761.82,Delayed,
927041,07-04-2022,North,Ahmedabad,XpressBees,Standard,7,5602.63,Cancelled,4
927042,28-03-2022,Central,Pune,BlueDart,Express,13,95524.25,Delivered,2
927043,22-02-2024,West,Chennai,BlueDart,Same-Day,7,83535.42,Delivered,2
927044,22-10-2023,North,Kolkata,BlueDart,Express,2,24931.38,Delivered,5
927045,30-12-2023,Central,Delhi,Delhivery,Express,10,27482.65,Cancelled,2
927046,05-08-2023,North,nan,BlueDart,Standard,6,178289.03,Delivered,3
927047,08-10-2021,East,Delhi,Amazon Logistics,Same-Day,2,125676.41,Delivered,3
927048,22-08-2021,nan,Delhi,Delhivery,Standard,14,34471.39,nan,4
927049,14-09-2021,nan,Delhi,BlueDart,Standard,9,53098.36,nan,4
927050,01-10-2023,nan,Chennai,Delhivery,Express,7,141633.8,nan,4
927051,20-02-2024,Central,nan,Delhivery,Express,11,78160.19,Delivered,3
927052,10-04-2022,nan,Chennai,Delhivery,Standard,9,18924.66,Delayed,
927053,30-03-2022,West,Chennai,XpressBees,Standard,8,191629.4,Delivered,4
927054,28-04-2022,Central,nan,nan,Standard,11,129162.79,Delivered,
927055,03-11-2021,nan,Chennai,Ecom Express,Standard,1,101338.88,Delayed,4
927056,02-10-2022,East,Ahmedabad,Amazon Logistics,Standard,1,119642.61,Delivered,2
927057,30-12-2021,nan,Chennai,Amazon Logistics,Express,2,102142.41,Delivered,5
927058,06-11-2021,South,Hyderabad,BlueDart,Standard,6,173118.1,Delivered,2
927059,14-01-2023,West,Chennai,XpressBees,Express,5,122134.91,Delayed,5
927060,25-10-2021,East,Delhi,Ecom Express,Standard,14,153579.14,Delivered,2
927061,12-02-2022,nan,Bengaluru,BlueDart,Express,8,87928.16,Delivered,5
927062,10-06-2023,South,Ahmedabad,Delhivery,Standard,12,89772.98,Delivered,4
927063,09-08-2023,South,Pune,Amazon Logistics,Same-Day,10,170199.57,Delivered,4
927064,29-08-2023,South,nan,Delhivery,Same-Day,3,95397.86,Delivered,5
927065,22-03-2022,Central,Kolkata,Amazon Logistics,Standard,5,74234.96,Delivered,4
927066,15-06-2021,West,Hyderabad,Amazon Logistics,Express,10,160413.16,Delayed,3
927067,16-02-2024,Central,Pune,Ecom Express,Express,2,86694.99,Delayed,3
927068,26-05-2022,North,nan,Ecom Express,Express,2,161178.82,Delayed,3
927069,01-11-2021,Central,Bengaluru,BlueDart,Standard,4,65929.53,Delayed,5
927070,25-02-2022,West,Mumbai,Amazon Logistics,Standard,9,109997.98,Delayed,3
927071,15-11-2023,South,Mumbai,XpressBees,Same-Day,9,163362.57,Delayed,2
927072,19-05-2022,North,Pune,Ecom Express,Express,2,131588.05,Delivered,3
927073,18-03-2023,Central,Mumbai,Ecom Express,Express,1,15244.76,Delayed,
927074,18-05-2023,East,Ahmedabad,Ecom Express,Standard,14,28519.5,Delivered,
927075,27-06-2023,nan,Pune,BlueDart,Express,14,82621.4,Delivered,2
927076,01-01-2022,South,Ahmedabad,Delhivery,Express,2,84790.93,Delivered,
927077,01-08-2021,West,Kolkata,Amazon Logistics,Standard,1,64561.35,Delayed,1
927078,05-01-2023,North,Delhi,BlueDart,Standard,10,168390.5,Delivered,3
927079,06-08-2023,nan,Bengaluru,Delhivery,Standard,5,75371.15,Delivered,3
927080,20-05-2023,West,Delhi,Ecom Express,Express,10,21938.61,Delivered,2
927081,28-12-2022,West,Mumbai,Ecom Express,Express,3,160672.35,Delivered,5
927082,20-06-2022,East,Ahmedabad,nan,Standard,12,81676.45,Delivered,3
927083,07-11-2023,Central,Ahmedabad,nan,Same-Day,7,79191.11,Delivered,1
927084,07-09-2021,West,Hyderabad,BlueDart,Express,4,38507.11,Cancelled,4
927085,27-07-2023,nan,Pune,nan,Standard,11,3035.61,Delivered,5
927086,16-10-2021,Central,nan,Delhivery,Standard,14,73115.35,Delivered,2
927087,12-10-2023,Central,Chennai,nan,Standard,2,194534.31,Cancelled,3
927088,04-09-2023,Central,Delhi,Amazon Logistics,Standard,11,115642.35,Delivered,3
927089,03-12-2022,East,Chennai,BlueDart,Same-Day,8,128095.75,Delayed,4
927090,12-02-2022,nan,Ahmedabad,Delhivery,Same-Day,12,47142.44,Delayed,3
927091,17-03-2023,South,Pune,XpressBees,Standard,8,168820.03,Cancelled,4
927092,05-06-2021,nan,Bengaluru,Ecom Express,Express,1,170517.68,Delayed,2
927093,16-01-2022,Central,Pune,XpressBees,Standard,6,26273.04,Delivered,2
927094,13-12-2022,West,Pune,Amazon Logistics,Express,2,181127.42,Delivered,
927095,31-03-2023,East,Ahmedabad,Ecom Express,Standard,,144527.32,Delivered,5
927096,07-10-2022,West,Delhi,Delhivery,Express,,79071.76,Delayed,3
927097,13-02-2023,nan,Pune,nan,Standard,6,191980.56,Delayed,4
927098,01-12-2023,West,Pune,Delhivery,Express,4,93354.21,Delivered,5
927099,11-12-2022,West,Mumbai,BlueDart,Standard,13,112823.94,Delivered,2
927100,25-01-2023,nan,Pune,BlueDart,Same-Day,9,157643.07,Delivered,4
927101,22-02-2022,Central,Mumbai,BlueDart,Express,9,3238.96,Delivered,4
927102,17-10-2022,nan,Mumbai,XpressBees,Standard,2,1931.54,Delayed,4
927103,20-10-2021,South,Delhi,BlueDart,Express,5,42681.9,nan,3
927104,08-08-2021,Central,Pune,XpressBees,Standard,10,29910.67,Delivered,1
927105,11-08-2021,South,Pune,Ecom Express,Standard,5,43264.09,Delivered,4
927106,07-03-2022,East,Ahmedabad,Amazon Logistics,Express,10,93460.82,Delayed,4
927107,15-12-2023,nan,Delhi,Ecom Express,Standard,12,181483.52,Delivered,4
927108,27-01-2024,East,Kolkata,XpressBees,Standard,2,107628.44,Delayed,3
927109,20-05-2023,South,Kolkata,nan,Standard,11,124410.89,Delayed,1
927110,25-12-2023,North,Ahmedabad,XpressBees,Same-Day,7,143977.67,Delayed,1
927111,30-01-2024,North,Kolkata,Delhivery,Standard,11,97854.68,Delayed,3
927112,03-03-2023,East,Delhi,nan,Standard,9,102404.93,Delivered,3
927113,04-12-2021,South,Bengaluru,Ecom Express,Standard,,71826.78,Delivered,3
927114,05-03-2023,West,nan,Ecom Express,Standard,7,63652.61,Delivered,5
927115,05-09-2022,nan,Bengaluru,nan,Express,6,110480.42,Delivered,4
927116,07-06-2022,nan,Mumbai,BlueDart,Standard,6,145600.58,Delivered,3
927117,22-08-2021,nan,Delhi,BlueDart,Standard,8,51999.27,Delivered,4
927118,06-09-2022,nan,Bengaluru,XpressBees,Express,7,930.33,Delayed,1
927119,12-11-2021,Central,Bengaluru,Delhivery,Standard,14,59341.35,Delivered,4
927120,24-04-2023,Central,Ahmedabad,BlueDart,Standard,12,117465.61,Delivered,3
927121,16-07-2023,nan,Delhi,Ecom Express,Express,11,62498.03,Delivered,5
927122,22-09-2021,West,Delhi,XpressBees,Same-Day,1,107517.75,Delivered,5
927123,29-07-2021,West,Pune,nan,Standard,5,142846.96,Delivered,4
927124,12-10-2023,South,Delhi,Amazon Logistics,Express,8,196377,Delayed,2
927125,21-01-2022,West,Delhi,Delhivery,Standard,4,51217.3,Delayed,
927126,19-11-2022,nan,Mumbai,Ecom Express,Express,,131217.16,nan,3
927127,26-02-2023,nan,Delhi,XpressBees,Standard,9,42904.06,Delivered,4
927128,26-02-2023,South,Pune,XpressBees,Express,5,199344.07,Delivered,2
927129,07-09-2022,North,Ahmedabad,BlueDart,Express,1,95495.04,Delivered,
